0.053456	0.050693	0.049513	0.039343	0.039044	0.037814	0.037329	0.037221	0.036904	0.036391	-0.701675	0.034726	0.033683	0.033022	0.032935	0.031338	0.031118	0.029686	0.029291	0.028905	0.028440	0.023914	0.023873	0.023800	0.212517	0.023593	0.093729	0.022952	0.022124	0.020476	0.019339	0.017724	0.017254	0.016808	0.016458	0.015588	0.015586	0.015512	0.015431	0.015114	0.014159	0.013831	0.013070	0.012707	-0.078713	0.012424	0.011735	0.011208	0.011146	0.010441	0.008868	0.008580	0.008514	0.008409	0.008161	0.007809	0.007555	0.006277	0.006222	0.005651	0.005603	0.005546	0.005489	0.005240	0.005180	0.005077	0.004628	0.004235	0.003866	0.003703	-1.064973	0.003321	0.003099	0.003036	0.002842	0.002687	0.002655	0.002554	0.947794	0.002115	0.002087	0.001882	0.001709	0.001614	0.001519	0.001446	0.001107	0.259353	0.001027	0.000862	0.000685	0.000640	0.000621	0.000533	0.000512	0.000422	0.000324	0.000117	0.000073	0.000003	
0.190157	0.189648	0.171132	0.118084	0.114854	0.113772	0.110392	0.105332	0.103824	0.096125	0.087631	0.074853	0.073223	0.163235	0.067612	0.066672	0.060410	0.060107	0.058858	0.054858	0.053080	0.051024	0.050176	0.044781	0.044409	0.042947	0.042184	0.041461	0.040549	0.037876	-0.569710	0.036918	0.036171	0.035817	0.033900	0.033070	0.032508	0.031647	0.129973	0.029545	0.028826	0.028261	0.027745	0.026003	0.025850	0.024453	0.023903	0.023084	0.022833	0.022785	0.021499	0.020707	0.019889	0.018997	0.017201	0.017114	0.016349	0.016286	0.015990	0.015684	0.015674	0.014050	0.013122	0.012358	2.419212	0.012060	0.011598	0.010596	0.009642	0.009157	0.009019	0.008601	0.007672	0.007275	0.007228	0.007102	0.006835	0.006550	0.005884	0.005782	0.005643	0.005311	-1.387817	1.636596	0.004923	0.003821	0.003161	0.428528	0.002661	0.002242	0.002231	0.001983	0.001788	0.001757	0.001711	0.001542	0.001378	0.000840	0.000373	0.000367	
0.260607	0.246343	0.245005	0.237234	0.225388	0.218601	0.216962	0.209455	0.182565	0.161098	0.159944	0.150204	0.147244	0.144918	0.136090	-1.501574	0.130808	0.127641	0.127345	0.124718	0.123497	0.121885	0.121275	0.119095	0.118904	0.116154	0.115972	0.114720	0.112836	0.099636	0.095884	0.092086	0.091151	0.089985	0.084903	0.084146	0.083894	0.082586	0.081129	0.079116	0.077539	0.076451	0.071809	0.070936	0.068566	0.067342	0.065083	0.063663	0.060890	0.059613	0.058339	0.054944	0.053768	0.052507	0.051826	0.051046	0.048343	0.047033	0.045920	0.044418	0.043812	0.042340	0.041987	0.041986	0.040187	0.039703	0.038147	0.036671	0.035051	0.032225	0.032157	0.030539	0.029802	0.029386	0.027254	0.024471	0.024077	0.023348	0.022565	0.021923	0.021911	0.020887	0.019929	0.017195	0.015821	0.015390	0.014607	0.013430	0.012990	0.011828	0.011565	0.010562	0.009673	0.008196	0.005959	0.005224	0.003481	0.003428	0.001987	0.000831	
0.411562	0.394348	0.389060	0.370045	0.350199	0.327956	0.327215	0.313423	3.318167	0.265449	0.250321	0.246159	0.235406	0.230039	0.225729	0.225703	0.186824	0.178811	0.172252	0.162016	0.151242	0.144191	0.139883	0.139527	0.137841	0.134835	0.127890	0.126375	0.121090	0.119658	0.117679	0.117023	0.116519	0.114903	0.114612	0.112560	0.108746	0.108428	0.106508	0.106092	0.100765	0.096990	0.094324	0.094237	0.089708	0.088797	0.080967	0.080386	0.225882	0.073895	0.072871	0.071115	0.070114	0.066516	0.061064	0.060628	0.055903	0.055748	0.046997	0.045134	0.044796	0.043731	0.042824	0.040803	0.039680	0.037768	0.037198	0.035724	0.034679	0.033207	0.030872	0.030208	0.029424	0.028420	0.027729	0.027435	0.027358	0.026961	0.026398	0.026309	0.025232	0.023878	0.021426	0.020950	0.018307	0.016387	0.013715	0.012347	0.010773	-0.628957	0.007135	0.006173	0.005525	0.005271	0.004647	0.004052	0.003498	0.003052	0.001664	0.001447	
1.233858	1.004349	0.789191	0.778006	0.717846	0.679597	0.609163	0.559283	0.513948	0.502159	0.496225	0.477748	0.476514	0.415929	0.405541	0.392621	0.853820	0.387749	0.383811	0.366652	0.359050	0.345191	0.343231	0.339565	0.339504	0.319987	0.309661	0.306439	0.302639	0.294288	0.293421	0.243710	0.231726	0.231144	0.225028	0.223003	0.221929	0.220860	0.215863	0.211342	0.210856	0.203407	0.196170	0.195211	0.194622	0.193307	0.192413	0.191999	-0.341348	0.173289	0.173081	0.163956	0.161750	0.160800	0.158841	0.144569	0.140991	0.139960	0.135550	0.134374	0.134116	0.127289	0.112233	0.105595	0.096676	0.087412	0.086085	0.083384	0.078350	0.074663	0.074566	0.074338	0.071987	0.067822	0.063696	0.060720	0.060500	0.059234	0.052414	0.051845	0.051390	0.050906	0.047005	1.784399	0.045687	0.044809	0.044245	0.043173	0.036209	0.034068	0.030838	0.027443	0.022066	0.018020	0.017913	0.016593	0.014969	0.013543	0.013501	0.004365	
1.992936	1.040625	0.827780	0.602305	0.505162	0.473368	0.462304	0.417980	0.394448	0.390496	0.343166	0.338761	0.331522	0.323924	0.321616	1.549443	0.316088	0.311987	0.309171	0.307924	0.303879	0.302444	0.288272	0.267097	0.260015	0.259659	0.258856	0.244682	0.243587	0.239365	0.238817	0.226794	0.225082	0.222815	0.219828	0.207313	0.199746	0.188224	0.183221	0.174375	0.168478	0.168089	0.165127	0.163824	0.155757	0.153883	1.738925	0.151977	0.147291	0.141799	0.141590	0.141542	0.141373	0.136446	0.135984	0.135500	0.128087	0.118495	0.116418	0.115373	0.103675	0.099672	0.094572	0.093829	0.092412	0.091536	0.089467	0.081185	0.078007	0.076252	0.074776	0.067324	0.067140	0.775351	0.062214	0.059654	0.058443	0.054976	0.054870	0.050864	0.050656	0.049535	0.045892	0.044733	0.044510	0.043988	0.042418	0.041096	0.039096	0.038827	0.037356	0.025706	0.024807	0.023573	0.023195	0.020370	0.012874	0.009231	0.004832	0.001095	
0.890277	0.882235	0.834771	0.777170	0.775042	0.633311	0.606207	0.601139	0.586223	0.584484	0.569641	0.564404	0.559894	0.525042	0.500405	0.487170	0.482766	0.442400	0.440426	0.427694	0.410000	0.382684	0.713705	0.342525	0.317079	0.315910	0.297257	0.278867	0.275053	0.265549	0.264444	0.256286	0.249769	0.249346	0.246269	-0.587802	-1.942701	0.227793	0.219283	0.203612	0.201851	0.198652	0.196115	0.192879	0.189941	0.433408	0.180990	0.180073	0.179146	0.693789	0.164534	0.164365	0.160853	0.148743	0.136619	0.134941	0.134782	0.128180	0.126061	0.117031	0.116416	0.116122	0.114009	0.108323	0.105763	0.098721	0.088696	0.087549	0.083248	0.079591	0.076311	0.076135	0.073933	0.073483	0.071960	0.069458	0.066987	0.066067	0.060984	0.057634	0.054291	0.054235	0.053814	0.050642	0.047303	0.047208	0.045912	0.032309	0.031450	0.028336	0.025423	0.024738	0.024369	0.022069	0.020420	0.017905	0.017885	0.016163	0.008307	0.005859	
1.710619	1.178027	1.005768	0.910708	0.845223	0.750455	0.707435	0.703185	0.578811	0.572453	0.569046	0.565818	0.557325	0.535804	0.526453	0.522820	0.518274	0.494357	0.483306	0.475154	0.469152	0.451309	0.446787	0.428067	0.397535	0.385207	0.376762	0.359661	0.343742	0.335032	0.330152	0.323073	0.322083	0.317172	0.299603	0.293475	0.289549	0.286459	0.272863	0.246192	0.222911	0.222584	0.210441	0.206748	0.206405	0.198516	0.195221	0.191939	0.188172	0.179261	0.314550	0.172528	0.167857	0.147104	0.146878	0.141397	0.130057	0.113794	0.099282	0.094688	0.091770	0.087620	0.083916	0.082776	0.076808	0.076773	0.075724	0.074178	0.072067	0.067347	0.065372	0.064814	0.060262	0.058807	0.057227	0.242651	0.045973	-0.673674	0.045618	0.045497	0.045296	0.045281	0.044026	0.043889	0.681957	0.041437	0.037477	1.637990	0.033521	0.032967	0.032504	0.019307	0.016491	0.015395	0.008202	0.007754	0.004772	0.002505	0.001710	0.001035	
2.466675	1.243443	1.224406	1.090138	1.070748	1.044916	0.932309	0.929623	0.882250	0.812847	0.698685	0.674341	0.640425	0.633743	0.423155	0.594949	0.543786	0.530681	0.514592	0.461416	0.425913	0.357711	0.334364	0.317669	0.297920	0.284990	0.277715	0.261924	0.260985	0.253323	0.249287	0.244985	0.241345	0.240192	0.234939	0.219605	0.217803	0.215694	0.213138	0.207204	0.200387	0.199941	0.196219	0.195633	0.186996	0.180391	0.179612	0.171908	0.171136	0.166687	0.162786	0.158901	0.155935	-0.590986	0.154419	0.131104	0.126763	0.120804	0.115018	0.095617	0.094919	0.092070	0.091471	0.087454	0.084588	0.080664	0.077514	0.075389	0.074358	0.073543	0.073351	0.066782	0.059497	0.059454	0.053674	0.049801	0.042756	0.042076	0.038371	0.037992	0.032132	0.030537	0.028388	0.026965	0.026879	0.024930	0.024591	0.024206	0.024095	0.021117	0.018668	0.015762	0.015398	0.009003	0.006433	0.006241	0.005779	0.004067	0.002399	0.001239	
1.648497	1.596411	1.308657	1.202548	1.130868	1.088140	1.077888	1.074228	1.059378	1.007584	0.944262	0.850929	0.692309	0.680141	0.665811	0.664071	0.645191	0.638546	0.566121	0.563600	0.563009	0.562029	0.530213	0.516689	0.489202	0.488649	0.467629	0.448943	0.442720	0.433525	0.431044	0.420986	0.414334	0.406956	0.379825	0.372901	0.372670	0.371117	0.366909	0.366028	0.359685	0.357249	0.341509	0.332428	0.329414	0.811034	0.298649	0.286567	0.283787	0.261126	0.257136	0.246992	0.245691	0.241558	0.232367	0.221498	0.215862	0.212709	0.211314	0.205755	0.205103	0.204463	0.193501	0.184128	0.178660	0.173686	0.166886	0.163754	0.136176	0.132967	0.122315	0.116963	0.101893	0.101485	0.100964	0.100523	0.097251	0.094952	0.091076	0.080475	0.075570	0.074808	0.073555	1.162178	0.061523	0.057867	0.057704	0.054536	0.047187	0.045433	0.036976	0.031019	0.030831	0.029856	0.017408	0.014186	0.007232	0.006130	0.003282	-1.158223	
